V00020,P0045,PAQ20,20,1,13%
V00037,P0094,UNIDAD,1,9,0%
V00085,P0211,UNIDAD,1,4,0%
V00075,P0113,UNIDAD,1,2,0%
V00066,P0100,CAJA24,24,5,19%
V00082,P0179,CAJA12,12,2,13%
V00099,P0067,UNIDAD,1,14,0%
V00072,P0032,UNIDAD,1,4,0%
V00069,P0176,UNIDAD,1,17,0%
V00077,P0122,PAQ50,50,2,26%
V00020,P0137,CAJA24,24,3,19%
V00069,P0033,UNIDAD,1,10,0%
V00004,P0199,PAQ10,10,6,8%
V00055,P0099,CAJA24,24,8,19%
V00052,P0095,UNIDAD,1,11,0%
V00026,P0182,CAJA100,100,4,33%
V00049,P0148,UNIDAD,1,3,0%
V00084,P0072,CAJA24,24,1,19%
V00027,P0076,UNIDAD,1,8,0%
V00021,P0068,CAJA24,24,2,19%
V00087,P0107,CAJA48,48,8,23%
V00049,P0040,PAQ50,50,6,26%
V00006,P0042,PAQ50,50,8,26%
V00102,P0182,UNIDAD,1,7,0%
V00056,P0178,CAJA100,100,3,33%
V00085,P0008,UNIDAD,1,4,0%
V00060,P0062,CAJA100,100,7,33%
V00024,P0161,PAQ20,20,4,13%
V00094,P0065,PAQ10,10,8,8%
V00027,P0022,UNIDAD,1,11,0%
V00033,P0106,UNIDAD,1,16,0%
V00052,P0175,UNIDAD,1,9,0%
V00051,P0192,PAQ10,10,5,8%
V00068,P0038,UNIDAD,1,11,0%
V00016,P0157,UNIDAD,1,2,0%
V00076,P0207,UNIDAD,1,1,0%
V00085,P0070,CAJA12,12,5,13%
V00031,P0130,CAJA24,24,4,19%
V00089,P0170,UNIDAD,1,8,0%
V00009,P0056,UNIDAD,1,10,0%
V00002,P0041,UNIDAD,1,1,0%
V00023,P0195,CAJA12,12,1,13%
V00024,P0088,UNIDAD,1,13,0%
V00098,P0089,UNIDAD,1,17,0%
V00003,P0151,UNIDAD,1,12,0%
V00038,P0154,UNIDAD,1,12,0%
V00072,P0168,PAQ25,25,3,21%
V00041,P0112,CAJA24,24,4,19%
V00069,P0183,UNIDAD,1,17,0%
V00065,P0181,PAQ50,50,2,26%
V00079,P0043,PAQ50,50,2,26%
V00001,P0087,UNIDAD,1,15,0%
V00043,P0083,UNIDAD,1,11,0%
V00063,P0034,UNIDAD,1,13,0%
V00083,P0018,PAQ25,25,7,21%
V00011,P0191,PAQ50,50,3,26%
V00038,P0201,UNIDAD,1,7,0%
V00099,P0092,UNIDAD,1,8,0%
V00095,P0157,UNIDAD,1,16,0%
V00066,P0117,PAQ25,25,7,21%
V00079,P0085,UNIDAD,1,5,0%
V00105,P0211,UNIDAD,1,1,0%
V00014,P0199,PAQ50,50,6,26%
V00060,P0061,UNIDAD,1,2,0%
V00025,P0208,UNIDAD,1,7,0%
V00038,P0128,UNIDAD,1,15,0%
V00081,P0057,UNIDAD,1,2,0%
V00035,P0048,UNIDAD,1,6,0%
V00039,P0017,CAJA24,24,5,19%
V00046,P0098,CAJA100,100,2,33%
V00085,P0110,UNIDAD,1,7,0%
V00013,P0068,UNIDAD,1,6,0%
V00086,P0060,UNIDAD,1,16,0%
V00021,P0192,PAQ10,10,6,8%
V00041,P0008,CAJA100,100,3,33%
V00078,P0099,PAQ10,10,2,8%
V00017,P0054,PAQ25,25,3,21%
V00077,P0115,UNIDAD,1,5,0%
V00076,P0070,PAQ25,25,8,21%
V00079,P0084,PAQ50,50,2,26%
V00048,P0147,PAQ50,50,4,26%
V00068,P0201,UNIDAD,1,5,0%
V00093,P0120,UNIDAD,1,2,0%
V00045,P0161,PAQ10,10,1,8%
V00103,P0141,UNIDAD,1,9,0%
V00088,P0118,UNIDAD,1,14,0%
V00015,P0208,UNIDAD,1,6,0%
V00082,P0028,UNIDAD,1,4,0%
V00074,P0077,UNIDAD,1,12,0%
V00082,P0109,PAQ10,10,5,8%
V00047,P0138,CAJA12,12,6,13%
V00056,P0029,CAJA24,24,2,19%
V00024,P0105,UNIDAD,1,4,0%
V00034,P0118,UNIDAD,1,2,0%
V00084,P0054,CAJA48,48,5,23%
V00017,P0144,UNIDAD,1,16,0%
V00037,P0105,UNIDAD,1,11,0%
V00033,P0060,PAQ20,20,1,13%
V00049,P0193,CAJA48,48,2,23%
V00106,P0073,PAQ20,20,2,13%
V00049,P0057,UNIDAD,1,9,0%
V00083,P0154,CAJA24,24,4,19%
V00099,P0049,UNIDAD,1,13,0%
V00051,P0007,UNIDAD,1,5,0%
V00035,P0009,PAQ25,25,6,21%
V00006,P0110,UNIDAD,1,10,0%
V00056,P0157,UNIDAD,1,10,0%
V00029,P0027,UNIDAD,1,6,0%
V00070,P0175,UNIDAD,1,7,0%
V00011,P0137,UNIDAD,1,1,0%
V00097,P0002,PAQ20,20,1,13%
V00008,P0162,UNIDAD,1,4,0%
V00074,P0132,UNIDAD,1,4,0%
V00077,P0014,CAJA12,12,3,13%
V00061,P0078,PAQ25,25,5,21%
V00099,P0120,CAJA24,24,4,19%
V00106,P0177,CAJA12,12,4,13%
V00017,P0067,PAQ10,10,1,8%
V00093,P0035,PAQ20,20,2,13%
V00077,P0039,PAQ10,10,2,8%
V00017,P0201,UNIDAD,1,8,0%
V00104,P0145,UNIDAD,1,14,0%
V00004,P0199,PAQ50,50,5,26%
V00062,P0132,UNIDAD,1,10,0%
V00101,P0064,CAJA24,24,6,19%
V00099,P0192,UNIDAD,1,8,0%
V00058,P0069,UNIDAD,1,4,0%
V00056,P0208,UNIDAD,1,9,0%
V00015,P0135,UNIDAD,1,16,0%
V00001,P0096,CAJA100,100,7,33%
V00025,P0148,UNIDAD,1,17,0%
V00107,P0039,CAJA48,48,3,23%
V00072,P0020,UNIDAD,1,14,0%
V00012,P0093,CAJA24,24,2,19%
V00062,P0057,UNIDAD,1,2,0%
V00003,P0056,UNIDAD,1,10,0%
V00100,P0055,UNIDAD,1,13,0%
V00003,P0175,UNIDAD,1,16,0%
V00005,P0192,UNIDAD,1,14,0%
V00064,P0165,PAQ25,25,4,21%
V00003,P0043,CAJA12,12,3,13%
V00003,P0136,PAQ20,20,3,13%
V00089,P0161,UNIDAD,1,7,0%
V00016,P0125,UNIDAD,1,2,0%
V00005,P0041,UNIDAD,1,10,0%
V00009,P0182,PAQ50,50,7,26%
V00052,P0015,UNIDAD,1,17,0%
V00036,P0193,UNIDAD,1,7,0%
V00030,P0184,UNIDAD,1,9,0%
V00030,P0025,PAQ20,20,8,13%
V00057,P0132,UNIDAD,1,18,0%
