orangemorange,edwinnraid edwinnraid edwinnraid edwinnraid
JesusAVGN,face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:
Anton,lazzo61 oh aight
Deadlyslob,biblethump
Dota2ruhub2,bernando silva i swear every shot is a goal
BlackUFA,b05a32bdea5d4d7ab4f72ece7e9a7068708e918c pogchamp
Xari,i wonder why they're up so much
FPSThailand,i just wonder how you score next year
jdm2088,tough
Domingo,why is everyone in online singles using fork wl squads lol
RiotGamesBrazil,can we get a ban on f75f4c1490687f9333bc42ce84431a90bc5b1647 thank you
DreadzTV,i think it's sampodora or however you spell it 544d0aabccb3de54671d63d524da76bfbef484ed
melharucos,f
DrDisrespect,too much bro haha
Overpow,wanna get elite
fps_shaka,loooooool
Gaules,imagine doing this on a proper road to glory kappa
yeTz,too much space mass
sonycast_,01070678665989b18271ad25a1f1da6f92dbb457 4-1
mobilmobil,c57408f5ed00cc1bd11a04622cad08a16549f988 lul he is probably half of the 8k follows tbh
StereOnline,welcome everyone :d <3
A_Seagull,are you playing drop back
Grimmmz,was that havertz potm
